brand,model,type,year,transmisi, avg_2nd_price , new_price ,residu,depresiasi_residu,estimasi_1,depresiasi,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Mercedes-Benz,GLC200,AMG Line,2019,Automatic,488000000,989000000,99011672.97,88998832.7,455007003.8,98900000,395600000,467195688,439267563.9,473380269.2,477253756.4,473380269.2
Ford,Mustang,EcoBoost,2019,Automatic,980000000,1488000000,148968017.6,133903198.2,684580810.5,148800000,595200000,702919296,660900035.5,884270010.7,958419428.8,884270010.7
Mercedes-Benz,CLS350,AMG Line Coupe,2018,Automatic,700000000,1769000000,177099746.7,159190025.3,654669822.7,176900000,530700000,752095303.2,645821708.6,683746512.6,684585306.3,683746512.6
BMW,X3,xDrive20i xLine,2015,Automatic,245000000,928000000,92904785.16,83509521.48,259923828.1,92800000,185600000,287620971,244381599.7,244814479.9,239604857.2,244814479.9
BMW,X5,xDrive40i M Sport,2024,Automatic,1395000000,1967000000,196922103.9,177007789.6,1789992210,196700000,1770300000,1573600000,1711297403,1489889221,1364280718,1364280718
BMW,M3,Competition,2021,Automatic,1589000000,2157000000,215943557.7,194105644.2,1380577423,215700000,1294200000,1257962400,1310913274,1505573982,1554008645,1505573982
Mazda,3,SKYACTIV-G,2022,Automatic,368000000,535500000,53610466,48188953.4,390933139.8,53550000,374850000,347004000,370929046.6,368878714,359896275.3,359896275.3
Mercedes-Benz,A200,progressive line,2020,Automatic,436000000,799000000,79990219.12,71900978.09,439495109.6,79900000,399500000,419379120,419458076.5,431037423,426398847.9,431037423
BMW,520i,M Sport,2024,Automatic,1150000000,1427000000,142861129.8,128413887,1298586113,142700000,1284300000,1141600000,1241495371,1177448611,1124675860,1124675860
Mercedes-Benz,E250,AMG CGI,2011,Automatic,329000000,849000000,84995864.87,76400413.51,237796691.9,84900000,169800000,172643527.1,193413406.3,288324021.9,321755094,288324021.9
Subaru,Crosstrek,i-S EyeSight,2023,Automatic,375000000,549500000,55012046.81,49448795.32,450602409.4,54950000,439600000,395640000,428614136.5,391084240.9,366742128.4,366742128.4
BMW,X7,xDrive40i Opulence,2022,Automatic,1250000000,2627000000,262996627.8,236400337.2,1917798988,262700000,1838900000,1702296000,1819664996,1420899499,1222473761,1222473761
Land Rover,Discovery Sport,HSE Si4,2015,Automatic,449000000,1299000000,130046676.6,116895332.3,363837341.3,129900000,259800000,402607372.2,342081571.2,416924471.3,439112575,416924471.3
Mercedes-Benz,GLE400,AMG Line Coupe,2017,Automatic,535000000,1639000000,164085067.7,147491493.2,459068054.2,163900000,327800000,627142895.3,471336983.2,515901094.9,523218769.8,515901094.9
BMW,Z4,M40i,2023,Automatic,1395000000,2177000000,217945816,195905418.4,1785189163,217700000,1741600000,1567440000,1698076388,1485922916,1364280718,1364280718
Jeep,Wrangler,Rubicon,2021,Automatic,1425000000,1730000000,173195343,155680465.7,1107278137,173000000,1038000000,1008936000,1051404712,1312921414,1393620088,1312921414
Lexus,ES 300h,Ultra Luxury,2019,Automatic,565000000,1090000000,109123077.4,98087692.26,501473846.4,109000000,436000000,514907280,484127042.1,540738112.6,552558140.1,540738112.6
Mazda,2,S,2012,Automatic,92000000,216500000,21674446.11,19482555.39,60639556.88,21650000,43300000,48916795.72,50952117.53,79685635.26,89974068.83,79685635.26
Honda,HR-V,S,2019,Automatic,188000000,306400000,30674597.17,27572540.28,140964758.3,30640000,122560000,144740908.8,136088555.7,172426566.7,183860053.7,172426566.7
Honda,WR-V,E,2023,Automatic,210000000,284900000,28522169.49,25637783.05,233624433.9,28490000,227920000,205128000,222224144.6,213667243.4,205375591.9,205375591.9
Honda,Brio,Satya E,2023,Manual,145000000,186400000,18661047.36,16773895.26,152852209.5,18640000,149120000,134208000,145393403.2,145118020.9,141806956.3,141806956.3
Toyota,Sienta,G,2016,Manual,116500000,230000000,23025970.46,20697402.95,64420776.37,23000000,46000000,79205966.64,63208914.34,100512674.3,113934554.5,100512674.3
Mercedes-Benz,S400L,Exclusive,2014,Automatic,525000000,2089000000,209135879.5,187986412,585108703.6,208900000,417800000,582711409.1,528540037.6,526062011.3,513438979.7,513438979.7
Nissan,Juke,RX,2013,Automatic,105000000,269000000,26930374.15,24206962.59,75344299.32,26900000,53800000,67532040.28,65558779.86,93167633.96,102687795.9,93167633.96
Toyota,Alphard,HEV (Non Premium Color),2023,Automatic,1375000000,1657000000,165887100.2,149111290,1358777420,165700000,1325600000,1193040000,1292472473,1350241742,1344721137,1350241742
Daihatsu,Terios,R Adventure,2016,Manual,141000000,231850000,23211179.35,20863882.06,64938943.48,23185000,46370000,79843058.11,63717333.86,117815200.2,137895040.3,117815200.2
Toyota,Avanza,G,2010,Manual,89000000,154650000,15482462.31,13916753.77,43315969.85,15465000,30930000,28303167.63,34183045.82,72554913.75,87040131.8,72554913.75
Renault,Koleos,Panoramic Sunroof,2017,Automatic,187000000,495000000,49555892.94,44544410.71,138644714.4,49500000,99000000,189405572.4,142350095.6,173605028.7,182882074.7,173605028.7
Daihatsu,Gran Max,Mini Bus D,2024,Manual,152000000,171700000,17189387.51,15451061.25,156248938.8,17170000,154530000,137360000,149379646.3,151213893.9,148652809.4,151213893.9
Daihatsu,Sigra,R,2017,Automatic,79000000,139350000,13950734.71,12539926.53,39030587.77,13935000,27870000,53320538.41,40073708.73,67322112.62,77260341.71,67322112.62
Mazda,CX-5,Touring,2014,Automatic,125000000,422700000,42317729.19,38038227.08,118394183.3,42270000,84540000,117909101.3,106947761.6,119584328.5,122247376.1,119584328.5
Honda,CR-V,Turbo,2023,Automatic,409000000,739900000,74073545.84,66582645.42,606734709.2,73990000,591920000,532728000,577127569.7,459438270.9,399993414.7,399993414.7
Hyundai,Santa Fe,Prime,2021,Automatic,394000000,629000000,62971023.56,56602897.64,402588409.4,62900000,377400000,366832800,382273736.5,390482120.9,385323729.5,390482120.9
Daihatsu,Terios,R,2018,Manual,175000000,232000000,23226196.29,20877380.37,85858337.4,23200000,69600000,98635449.6,84697929,147909378.7,171146326.6,147909378.7
Mercedes-Benz,CLS350,AMG,2013,Automatic,410000000,1649000000,165086196.9,148391380.3,461868957.5,164900000,329800000,413978938.4,401882632,407564789.6,400971393.7,407564789.6
Honda,Mobilio,E Prestige,2016,Automatic,125000000,225500000,22575462.34,20292453.77,63160369.87,22550000,45100000,77656284.68,61972218.19,106091665.5,122247376.1,106091665.5
Mitsubishi,Pajero Sport,Exceed Limited,2013,Automatic,208000000,411000000,41146408.08,36985359.19,115117126.5,41100000,82200000,103180924,100166016.8,175649805,203419633.9,175649805
Mercedes-Benz,SLK200,CGI,2012,Automatic,515000000,999000000,100012802.1,89898719.79,279810241.7,99900000,199800000,225717685.6,235109309.1,431032792.7,503659189.6,431032792.7
Volkswagen,Golf,TSI,2014,Automatic,195000000,379000000,37942794.8,34105720.52,106154235.8,37900000,75800000,105719303,95891179.63,165267353.9,190705906.8,165267353.9
Mazda,CX-9,2WD,2020,Automatic,395000000,869900000,87088224.79,78281177.52,478494112.4,86990000,434950000,456593112,456679074.8,413503722.4,386301708.6,386301708.6
Mercedes-Benz,E200,Avantgarde,2023,Automatic,865000000,1325000000,132649612.4,119235038.8,1086529922,132500000,1060000000,954000000,1033509974,915552992.2,845951842.8,845951842.8
Daihatsu,Xenia,R ASA,2022,Automatic,190000000,260700000,26099436.95,23460056.3,190319831.1,26070000,182490000,168933600,180581143.7,187174343.1,185816011.7,187174343.1
Suzuki,Ignis,GL,2017,Manual,96000000,139500000,13965751.65,12553424.84,39072601.32,13950000,27900000,53377934.04,40116845.12,79235053.54,93885984.86,79235053.54
GWM,Tank,500 HEV,2024,Automatic,868000000,1196000000,119735046.4,107626495.4,1088373505,119600000,1076400000,956800000,1040524502,919757350.5,848885779.8,848885779.8
Peugeot,2008,Allure,2022,Automatic,220000000,495000000,49555892.94,44544410.71,361366767.9,49500000,346500000,320760000,342875589.3,256862676.8,215155382,215155382
Honda,Mobilio,RS,2015,Automatic,119000000,221500000,22175010.68,19932498.93,62040008.54,22150000,44300000,68650910.65,58330306.4,100799091.9,116379502.1,100799091.9
Toyota,Hilux,Single Cab (Diesel),2020,Manual,202000000,241650000,24192285.92,21745771.41,132921143,24165000,120825000,126837252,126861131.7,179458339.5,197551759.8,179458339.5
Suzuki,Carry,Pick Up Flat Deck,2021,Manual,97500000,155600000,15577569.58,14002243.04,99591027.83,15560000,93360000,90745920,94565649.28,96619694.78,95352953.38,96619694.78
Daihatsu,Xenia,X,2023,Manual,182000000,220150000,22039858.25,19811014.18,180527971.6,22015000,176120000,158508000,171718657.2,178915597.2,177992179.6,178915597.2
Mercedes-Benz,E300,Avantgarde AMG,2012,Automatic,219000000,929000000,93004898.07,83599510.19,260203918.5,92900000,185800000,209901631.5,218635183.3,218890555,214177403,218890555
Honda,City,E,2012,Automatic,120000000,275000000,27531051.64,24746894.84,77024841.31,27500000,55000000,62134498.03,64719779.78,103415933.9,117357481.1,103415933.9
MG,5,GT Magnify,2022,Automatic,225000000,399900000,40035154.72,35986484.53,291940546.4,39990000,279930000,259135200,277001915.5,240600574.6,220045277,220045277
Lexus,NX 200T,F Sport,2017,Automatic,475000000,1100000000,110124206.5,98987579.35,308099365.2,110000000,220000000,420901272,316333545.7,427400063.7,464540029.3,427400063.7
Toyota,Vellfire,ZG,2012,Automatic,275000000,890000000,89100494.38,80089950.56,249280395.5,89000000,178000000,201089830,209456741.8,255337022.5,268944227.5,255337022.5
Daihatsu,Terios,R,2017,Manual,150000000,227300000,22755665.59,20454433.44,63664532.47,22730000,45460000,86973508.3,65366013.59,124609804.1,146696851.4,124609804.1
Suzuki,Ertiga,GX,2020,Automatic,162000000,255500000,25578849.79,22992115.02,140539424.9,25550000,127750000,134106840,134132088.3,153639626.5,158432599.5,153639626.5
Mercedes-Benz,AMG A35,4MATIC,2021,Automatic,625000000,1100000000,110124206.5,98987579.35,704049682.6,110000000,660000000,641520000,668523227.5,638056968.3,611236880.6,611236880.6
Mazda,Biante,SKYACTIV-G,2016,Automatic,158000000,442800000,44329998.78,39847000.12,124023999,44280000,88560000,152488704.5,121690901.2,147107270.3,154520683.4,147107270.3
Daihatsu,Sigra,R,2020,Automatic,116000000,149650000,14981897.74,13466810.23,82315948.87,14965000,74825000,78548292,78563080.29,104768924.1,113445565,104768924.1
Daihatsu,Sigra,R Deluxe,2020,Automatic,126000000,153400000,15357321.17,13804267.88,84378660.58,15340000,76700000,80516592,80531750.86,112359525.3,123225355.1,112359525.3
Honda,Mobilio,S,2018,Manual,128000000,193000000,19321792.6,17367820.74,71425254.82,19300000,57900000,82054490.4,70459915.07,110737974.5,125181313.2,110737974.5
Wuling,Confero,S C Lux,2021,Manual,95500000,179800000,18000302.12,16179969.79,115080120.8,17980000,107880000,104859360,109273160.3,99631948.08,93396995.36,93396995.36
Toyota,Kijang Innova,V,2016,Manual,209000000,346700000,34709147.64,31199085.24,97107318.12,34670000,69340000,119394385.4,95280567.83,174884170.3,204397612.9,174884170.3
BMW,530i,Opulence,2021,Automatic,725000000,1347000000,134852096.6,121214790.3,862140838.6,134700000,808200000,785570400,818637079.5,753091123.9,709034781.5,709034781.5
Honda,Brio,RS Urbanite,2021,Automatic,180000000,209400000,20963644.41,18843635.56,134025457.8,20940000,125640000,122122080,127262512.6,164178753.8,176036221.6,164178753.8
Honda,HR-V,Prestige,2021,Automatic,279000000,425900000,42638090.52,38326190.95,272595236.2,42590000,255540000,248384880,258840038.7,272952011.6,272856143.5,272952011.6
Toyota,Land Cruiser,200 VX-R,2017,Automatic,1525000000,2064650000,206698130,185795187,578288504,206465000,412930000,790012555.7,593743686.6,1245623106,1491417989,1245623106
Toyota,Etios Valco,G,2015,Manual,89000000,168400000,16859014.89,15154098.51,47167211.91,16840000,33680000,52193288.28,44346833.4,75604050.02,87040131.8,75604050.02
Honda,Civic,RS,2021,Automatic,225000000,567000000,56764022.83,51023597.72,362905609.1,56700000,340200000,330674400,344593336.4,260878000.9,220045277,220045277
Mercedes-Benz,C250,Exclusive,2015,Automatic,339000000,869000000,86998123.17,78200187.68,243398498.5,86900000,173800000,269334724,228844407.5,305953322.2,331534884.1,305953322.2
Daihatsu,Gran Max,Mini Bus D,2022,Manual,119000000,165700000,16588710.02,14911129,120966613,16570000,115990000,107373600,114776737.7,117733021.3,116379502.1,117733021.3
Mercedes-Benz,Gls400,AMG Line,2018,Automatic,775000000,1939000000,194118942.3,174488105.8,717583259.6,193900000,581700000,824371279.2,707884846.3,754865453.9,757933732,754865453.9
Daihatsu,Xenia,R,2017,Automatic,129000000,200650000,20087656.4,18056234.36,56200125.12,20065000,40130000,76776218.39,57702114.5,107610634.4,126159292.2,107610634.4
Daihatsu,Gran Max,Mini Bus D Front Facing,2019,Manual,110000000,162275000,16245823.29,14602917.67,74657493.97,16227500,64910000,76657411.8,72074968.59,98622490.58,107577691,98622490.58
Daihatsu,Xenia,R,2017,Manual,128000000,189650000,18986414.34,17066358.57,53119131.47,18965000,37930000,72567205.67,54538779.05,105961633.7,125181313.2,105961633.7
Daihatsu,Rocky,R TC ADS,2021,Automatic,176000000,251100000,25138352.97,22596164.7,160715341.2,25110000,150660000,146441520,152605620.4,168981686.1,172124305.6,168981686.1
Peugeot,3008,GT Line,2018,Automatic,257000000,697000000,69778701.78,62722129.82,257945091.2,69700000,209100000,296331501.6,254458864.3,256237659.3,251340605.3,256237659.3
Toyota,Corolla Altis,G,2012,Automatic,113000000,359500000,35990592.96,32350940.7,100692474.4,35950000,71900000,81226734.69,84606403.02,104481920.9,110511628,104481920.9
Toyota,Avanza,Veloz,2016,Manual,130000000,216500000,21674446.11,19482555.39,60639556.88,21650000,43300000,74556920.77,59498825.89,108849647.8,127137271.2,108849647.8
Lexus,ES 300h,Ultra Luxury,2023,Automatic,816000000,1221000000,122237869.3,109876213.1,1001247574,122100000,976800000,879120000,952389191.3,856916757.4,798030871.3,798030871.3
Nissan,Magnite,Premium,2021,Automatic,176000000,238800000,23906964.11,21489303.59,152842785.6,23880000,143280000,139268160,145130315.2,166739094.6,172124305.6,166739094.6
Renault,Kwid,Climber,2021,Automatic,92000000,158400000,15857885.74,14254211.43,101383154.3,15840000,95040000,92378880,96267344.77,93280203.43,89974068.83,89974068.83
KIA,Sonet,Premiere,2023,Automatic,233000000,346000000,34639068.6,31136093.14,283727813.7,34600000,276800000,249120000,269882604.6,244064781.4,227869109.1,227869109.1
Hyundai,Creta,Trend,2023,Automatic,215000000,333500000,33387657.17,30011234.28,273477531.4,33350000,266800000,240120000,260132510.5,228539753.1,210265486.9,210265486.9
Jeep,Gladiator,Rubicon,2020,Automatic,1888000000,1980000000,198223571.8,178177642.8,1089111786,198000000,990000000,1039262400,1039458062,1633437419,1846424369,1633437419
Honda,CR-V,Turbo,2020,Automatic,310000000,539900000,54050962.83,48584903.72,296975481.4,53990000,269950000,283382712,283436064.5,302030819.3,303173492.8,302030819.3
Lexus,UX 200,F Sport,2019,Automatic,397000000,925000000,92604446.41,83239555.36,425562667.8,92500000,370000000,436962600,410841755.9,401152526.8,388257666.6,388257666.6
Daihatsu,Rocky,X,2024,Manual,166000000,226350000,22660558.32,20368944.17,205981055.8,22635000,203715000,181080000,196925351.9,175277605.6,162344515.5,162344515.5
Toyota,Yaris,S Limited,2011,Automatic,115000000,224200000,22445315.55,20175468.44,62796252.44,22420000,44840000,45590905.5,51075719.31,95822715.79,112467586,95822715.79
Wuling,Cortez,L Lux,2018,Automatic,136000000,264000000,26429809.57,23757019.04,97700866.7,26400000,79200000,112240339.2,96380401.97,124114120.6,133005145.2,124114120.6
Mitsubishi,Pajero Sport,Dakar Ultimate 4X4,2024,Automatic,469000000,753900000,75475126.65,67842487.34,686057512.7,75390000,678510000,603120000,655895837.6,525068751.3,458672155.2,458672155.2
Nissan,Grand Livina,SV,2013,Automatic,88000000,198000000,19822357.18,17817764.28,55457885.74,19800000,39600000,49707598.42,48255161.39,76076548.42,86062152.79,76076548.42
Toyota,Kijang Innova,G,2023,Manual,289000000,379100000,37952806.09,34114719.39,310870561.2,37910000,303280000,272952000,295700853.7,291010256.1,282635933.6,282635933.6
Toyota,Avanza,G,2014,Automatic,105000000,191600000,19181634.52,17241836.55,53665307.62,19160000,38320000,53445431.3,48476912.97,88043073.89,102687795.9,88043073.89
Mercedes-Benz,GLA200,Urban,2016,Automatic,289000000,639000000,63972152.71,57502784.73,178977722.2,63900000,127800000,220054837.8,175610853.3,254983256,282635933.6,254983256
Toyota,Calya,G,2016,Manual,97000000,137450000,13760520.17,12368947.98,38498416.14,13745000,27490000,47334174.41,37774196.85,79232259.05,94863963.87,79232259.05
Daihatsu,Xenia,R,2019,Manual,140000000,199650000,19987543.49,17966245.65,91852526.09,19965000,79860000,94313062.8,88675196.3,124602558.9,136917061.3,124602558.9
Toyota,Veloz,(Non Premium Color),2022,Automatic,208000000,291100000,29142869.57,26195713.04,212512860.9,29110000,203770000,188632800,201638553.6,206091566.1,203419633.9,206091566.1
Toyota,Yaris,G,2016,Automatic,129000000,260100000,26039369.2,23406063.08,72851495.36,26010000,52020000,89571617.06,71481037.47,111744311.2,126159292.2,111744311.2
Wuling,Confero,S L Lux+,2022,Manual,116000000,228300000,22855778.5,20544422.15,166666733.6,22830000,159810000,147938400,158138377.9,128641513.4,113445565,113445565
Toyota,Rush,TRD Sportivo,2020,Manual,215000000,266200000,26650057.98,23954994.2,146425029,26620000,133100000,139723056,139749361.7,192424808.5,210265486.9,192424808.5
Toyota,Kijang Innova,J,2014,Manual,133000000,215100000,21534288.02,19356571.2,60247430.42,21510000,43020000,60000585.97,54422672.13,109426801.6,130071208.2,109426801.6
Toyota,Avanza,G,2016,Automatic,115000000,209300000,20953633.12,18834636.69,58622906.49,20930000,41860000,72077429.64,57520112.05,97756033.61,112467586,97756033.61
Hyundai,H-1,XG,2021,Automatic,329000000,527500000,52809562.68,47469043.73,337623825.1,52750000,316500000,307638000,320587275,326476182.5,321755094,326476182.5
