brand,variant,year,otr,low_price,residu,depresiasi_1,estimasi_1,depresiasi_2,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Yamaha,JUPITER MX KING 150,2025,26225000,20000000,2625461,2359954,26225000,2622500,26225000,20980000,24476667,21343000,19559580,19559580
Yamaha,FAZZIO LUX,2025,23350000,20400000,2337637,2101236,23350000,2335000,23350000,18680000,21793333,20818000,19950772,19950772
Honda,BEAT CW FI,2018,15000000,12500000,1501694,1349831,5551186,1500000,4500000,6377292,5476159,10392848,12224738,10392848
Honda,NEW ADV 160 ABS,2023,39400000,32600000,3944449,3545555,32308890,3940000,31520000,28368000,30732297,32039689,31882116,32039689
Yamaha,LEXI S,2022,25540000,21100000,2556884,2298312,18645065,2554000,17878000,16549920,17690995,20077299,20635357,20077299
Yamaha,X - RIDE,2016,15750000,8500000,1576778,1417322,15749992,1575000,15749992,5423887,12307957,9642387,8312822,8312822
Yamaha,AEROX 155 GP,2019,25720000,19500000,2574904,2314510,11832943,2572000,10288000,12149922,11423622,17077086,19070591,17077086
Kawasaki,NINJA 250 ABS FI,2016,63800000,29900000,6387204,5741280,63799992,6380000,63799992,21971046,49857010,35887103,29241572,29241572
Suzuki,GSX R 150,2018,29150000,13800000,2918291,2623171,10787804,2915000,8745000,12393204,10642003,12852601,13496110,12852601
Honda,BEAT CBS FI,2016,14950000,9800000,1496688,1345331,14949992,1495000,14949992,5148388,11682791,10364837,9584194,9584194
Yamaha,JUPITER MX 150,2022,25180000,18200000,2520843,2265916,18382253,2518000,17626000,16316640,17441631,17972489,17799218,17972489
Honda,SUPRA GTR 150 EXL,2017,21850000,15600000,2187467,1966253,6119974,2185000,4370000,8360630,6283535,12805060,15256473,12805060
Honda,BEAT FI POP CBS ESP,2017,14975000,10200000,1499191,1347581,4194353,1497500,2995000,5729997,4306450,8431935,9975386,8431935
Yamaha,ALL NEW SOUL GT 125,2016,15950000,9750000,1596801,1435320,15949992,1595000,15949992,5492762,12464249,10564275,9535295,9535295
Honda,NEW SUPRA X 125PGMFI,2022,19635000,14000000,1965717,1766928,14334215,1963500,13744500,12723480,13600732,13880220,13691706,13880220
Suzuki,NEX II,2024,19648000,13400000,1967019,1768098,17879902,1964800,17683200,15718400,17093834,14508150,13104919,13104919
Kawasaki,KLX 150 BF,2019,33800000,27200000,3383817,3041618,15550290,3380000,13520000,15966850,15012380,23543714,26601029,23543714
Honda,NEW SUPRA X 125 CW,2016,17250000,9900000,1726948,1552305,17249992,1725000,17249992,5940447,13480144,10974043,9681992,9681992
Kawasaki,NINJA ZX 25 R ABS,2022,123500000,109700000,12363945,11113605,90159184,12350000,86450000,80028000,85545728,102453718,107284297,102453718
Honda,CBR 150 R,2016,32500000,11400000,3253670,2924633,32499992,3250000,32499992,11192147,25397377,15599213,11148961,11148961
Yamaha,FREEGO 125 CONNECTED,2024,23920000,19000000,2394701,2152530,21767470,2392000,21528000,19136000,20810490,19543147,18581601,18581601
Yamaha,JUPITER MX 150,2016,18900000,14000000,1892134,1700787,18899992,1890000,18899992,6508664,14769549,14230865,13691706,13691706
Honda,NEWSUPRA X 125 FI CW,2018,18100000,11900000,1812044,1628796,6698431,1810000,5430000,7695266,6607899,10312370,11637950,10312370
Honda,NEW REVO FI FIT,2019,14467000,10600000,1448334,1301867,6655800,1446700,5786800,6834095,6425565,9347670,10366577,9347670
Honda,NEW VARIO CW FI,2017,16475000,13600000,1649360,1482564,4614488,1647500,3295000,6303953,4737814,10941344,13300515,10941344
Honda,BEAT CBS FI,2017,15175000,10800000,1519213,1365579,4250371,1517500,3035000,5806524,4363965,8869190,10562173,8869190
Honda,CBR 150 R ABS,2024,42400000,28700000,4244788,3815521,38584479,4240000,38160000,33920000,36888160,31156448,28067998,28067998
Honda,REVO FIT,2016,13650000,9800000,1366541,1228346,13649992,1365000,13649992,4700702,10666895,10060069,9584194,9584194
Honda,CBR 150 R,2020,35311000,19300000,3535087,3177591,19423044,3531100,17655500,18534038,18537527,19071258,18874995,19071258
Yamaha,ALN R15M CON ABS,2023,44525000,29900000,4457528,4006747,36511506,4452500,35620000,32058000,34729835,31348951,29241572,29241572
Yamaha,GEAR 125,2020,16750000,14900000,1676891,1507311,9213446,1675000,8375000,8791740,8793395,13068019,14571887,13068019
Yamaha,ALL NEW NMAX 155 ABS,2024,37750000,31400000,3779263,3397074,34352926,3775000,33975000,30200000,32842642,31832793,30708541,30708541
Honda,NEW SUPRA X 125 CW,2017,17800000,11400000,1782010,1601799,4985608,1780000,3560000,6810948,5118852,9515656,11148961,9515656
Yamaha,ALL NEW SOUL GT 125,2017,17440000,9300000,1745969,1569403,4884775,1744000,3488000,6673198,5015325,8014597,9095205,8014597
Yamaha,MIO M3 125,2020,16350000,13000000,1636846,1471315,8993423,1635000,8175000,8581788,8583404,11675021,12713727,11675021
Yamaha,ALL NEW X-RIDE 125,2018,17650000,11600000,1766993,1588301,6531895,1765000,5295000,7503947,6443614,10053084,11344557,10053084
Honda,VARIO 125ESP CBS ISS,2021,22069000,19900000,2209392,1985961,14125157,2206900,13241400,12870641,13412399,17953720,19461782,17953720
Honda,CB 150 R,2020,28531000,19600000,2856322,2567468,15693661,2853100,14265500,14975351,14978171,18213451,19168389,18213451
Yamaha,R15,2017,34500000,17400000,3453896,3104610,9663116,3450000,6900000,13200994,9921370,15156411,17016835,15156411
Honda,NEW REVO FI FIT,2021,15110000,9900000,1512706,1359729,9671082,1511000,9066000,8812152,9183078,9684923,9681992,9684923
Honda,BEAT FISPORTY CBSISS,2024,19300000,17600000,1932179,1736782,17563218,1930000,17370000,15440000,16791073,17357322,17212431,17357322
PIAGGIO,VESPA S125 IGET3V IE,2023,42500000,37000000,4254799,3824520,34850960,4250000,34000000,30600000,33150320,35845096,36185223,35845096
Yamaha,FINO PREM 125 BLU CR,2019,18515000,11000000,1853591,1666141,8518154,1851500,7406000,8746338,8223497,10167049,10757769,10167049
PIAGGIO,PRIMAVERA 150 ABS,2020,44300000,34500000,4435002,3986500,24367501,4430000,22150000,23252184,23256562,31126969,33740276,31126969
Honda,NEW SUPRA X 125PGMFI,2018,18100000,11300000,1812044,1628796,6698431,1810000,5430000,7695266,6607899,9892370,11051163,9892370
Honda,VARIO 125 ESPCBS ISS,2020,21505000,17000000,2152928,1935207,11828964,2150500,10752500,11287544,11289670,15286901,16625643,15286901
Suzuki,SATRIA FU 150,2017,22050000,11500000,2207490,1984251,6175992,2205000,4410000,8437157,6341050,9952315,11246759,9952315
PIAGGIO,VESPA LX 125 I-GET,2021,38000000,31500000,3804291,3419571,24321716,3800000,22800000,22161600,23094439,28978332,30806339,28978332
Honda,BEAT FI SPORTY CBS,2016,14950000,10500000,1496688,1345331,14949992,1495000,14949992,5148388,11682791,10854837,10268780,10268780
Honda,VARIO 125ESP CBS ISS,2016,18525000,13300000,1854592,1667041,18524992,1852500,18524992,6379524,14476503,13652951,13007121,13007121
Honda,CB 150 R STREETFIRE,2017,26075000,15600000,2610444,2346456,7303355,2607500,5215000,9977273,7498543,13169563,15256473,13169563
Honda,BEAT FI POP CW ESP,2017,14725000,10400000,1474163,1325084,4124330,1472500,2945000,5634337,4234556,8550367,10170982,8550367
Kawasaki,KLX 150 BF SE,2022,37800000,30800000,3784268,3401573,27595280,3780000,26460000,24494400,26183227,29414968,30121753,29414968
Honda,BEAT FISPORTY CBSISS,2020,17150000,12900000,1716936,1543306,9433468,1715000,8575000,9001692,9003387,11731016,12615929,11731016
Yamaha,MIO M3 125,2019,15750000,10500000,1576778,1417322,7246067,1575000,6300000,7440174,6995414,9448624,10268780,9448624
Yamaha,MIO M3 125,2022,16955000,11000000,1697414,1525759,12377724,1695500,11868500,10986840,11744355,11223306,10757769,10757769
Honda,CB 150 R STREETFIRE,2021,29700000,22000000,2973354,2672665,19009341,2970000,17820000,17321040,18050127,20815038,21515538,20815038
Yamaha,MIO M3 AKS SSS,2019,16650000,11100000,1666880,1498312,7660128,1665000,6660000,7865327,7395152,9988545,10855567,9988545
Honda,CBR 250 RR,2022,62850000,52000000,6292097,5655790,45882629,6285000,43995000,40726800,43534810,49460443,50854908,49460443
Yamaha,NMAX TRB,2024,37750000,32000000,3779263,3397074,34352926,3775000,33975000,30200000,32842642,32252793,31295328,31295328
Kawasaki,NINJA ZX 25 R,2024,107540000,108000000,10766143,9677386,97862614,10754000,96786000,86032000,93560205,103668061,105621733,103668061
Honda,BEAT CW,2025,18675000,16500000,1869609,1680539,18675000,1867500,18675000,14940000,17430000,16779000,16136654,16136654
Yamaha,XMAX,2020,60950000,47500000,6101882,5484812,33525941,6095000,30475000,31991436,31997459,42849238,46454003,42849238
Honda,NVARIO 125 ESP CBS,2016,17925000,10800000,1794524,1613048,17924992,1792500,17924992,6172900,14007628,11762288,10562173,10562173
Kawasaki,NINJA ZX 25 R ABS,2023,129900000,122000000,13004668,11689533,106520934,12990000,103920000,93528000,101322978,115796893,119313439,115796893
Kawasaki,W175 SE,2024,35100000,25300000,3513963,3158604,31941396,3510000,31590000,28080000,30537132,26871140,24742869,24742869
Honda,CB 150 R,2021,29700000,20300000,2973354,2672665,19009341,2970000,17820000,17321040,18050127,19625038,19852974,19625038
Honda,BEAT CBS FI,2022,17268000,16000000,1728750,1553925,12606225,1726800,12087600,11189664,11961163,14788349,15647664,14788349
Yamaha,WR 155 R,2022,38060000,31000000,3810298,3424970,27785089,3806000,26642000,24662880,26363323,29608997,30317349,29608997
Honda,NEW REVO FI FIT,2017,13625000,7700000,1364038,1226096,3816231,1362500,2725000,5213436,3918222,6565467,7530438,6565467
Yamaha,FINO SPRT 125 BLU CR,2018,17300000,11500000,1731953,1556805,6402367,1730000,5190000,7355143,6315837,9944751,11246759,9944751
PIAGGIO,VESPA S 125,2018,32000000,25000000,3203613,2879639,11842529,3200000,9600000,13604890,11682473,21004742,24449475,21004742
PIAGGIO,PRIMAVERA 150 ABS,2023,51100000,45000000,5115770,4598423,41903154,5110000,40880000,36792000,39858385,43457515,44009055,43457515
PIAGGIO,PRIMAVERA S 150 ABS,2020,46800000,37500000,4685284,4211472,25742642,4680000,23400000,24564384,24569009,33620703,36674213,33620703
PIAGGIO,VESPA LX 125 I-GET,2018,32500000,25350000,3253670,2924633,12027569,3250000,9750000,13817466,11865012,21304503,24791768,21304503
PIAGGIO,VESPA GTS 150 3V IE,2019,52900000,44500000,5295973,4760403,24337584,5290000,21160000,24989537,23495707,38198712,43520066,38198712
PIAGGIO,SPRINT 150 ABS,2024,57100000,46700000,5716447,5138355,51961645,5710000,51390000,45680000,49677215,47593164,45671620,45671620
PIAGGIO,SPRINT 150 ABS CRB,2018,42500000,38000000,4254799,3824520,15728359,4250000,12750000,18068994,15515784,31254735,37163202,31254735
PIAGGIO,SPRINT 150 ABS,2021,48500000,43000000,4855476,4364452,31042191,4850000,29100000,28285200,29475797,38942739,42053097,38942739
PIAGGIO,SPRINT S I-GET150ABS,2021,51000000,43950000,5105759,4589424,32642303,5100000,30600000,29743200,30995168,40063550,42982177,40063550
Yamaha,ALL NEW XSR 155,2024,38670000,29800000,3871366,3479863,35190137,3867000,34803000,30936000,33643046,30952914,29143774,29143774
Yamaha,MIO S,2018,16100000,9600000,1611818,1448818,5958273,1610000,4830000,6844960,5877744,8483323,9388598,8483323
Honda,NEW SUPRA X 125 CW,2020,19100000,10800000,1912157,1718784,10506078,1910000,9550000,10025208,10027095,10568129,10562173,10568129
Honda,NEW SUPRA X 125PGMFI,2020,19100000,11200000,1912157,1718784,10506078,1910000,9550000,10025208,10027095,10848129,10953365,10848129
Honda,BEAT FI CBS ISS,2023,18700000,15800000,1872112,1682789,15334422,1870000,14960000,13464000,14586141,15435842,15452068,15435842
Honda,SUPRA GTR 150 EXL,2020,24050000,14600000,2407716,2164228,13228858,2405000,12025000,12623364,12625741,14007722,14278494,14007722
Honda,SONIC 150 R,2020,23186000,15000000,2321218,2086478,12753609,2318600,11593000,12169868,12172159,14151648,14669685,14151648
Honda,REVO FIT,2024,16490000,13500000,1650862,1483914,15006086,1649000,14841000,13192000,14346362,13753909,13202717,13202717
Yamaha,FINO FI SPORTY,2018,17300000,10800000,1731953,1556805,6402367,1730000,5190000,7355143,6315837,9454751,10562173,9454751
Yamaha,NEW V-IXION ADV,2016,25350000,15200000,2537862,2281214,25349992,2535000,25349992,8729875,19809953,16582986,14865281,14865281
Kawasaki,NEW NINJA 250SE+ABS,2021,77300000,46000000,7738728,6956127,49475491,7730000,46380000,45081360,46978950,46293685,44987034,44987034
Yamaha,MIO SOUL GT,2018,17250000,8600000,1726948,1552305,6383863,1725000,5175000,7333886,6297583,7909275,8410619,7909275
Honda,CBR 150 REPSOL,2019,34722000,21000000,3476121,3124588,15974472,3472200,13888800,16402395,15421889,19326567,20537559,19326567
Suzuki,NEX II,2021,16600000,11700000,1661874,1493813,10624750,1660000,9960000,9681120,10088623,11216587,11442354,11216587
Honda,NEW REVO FI FIT,2024,16490000,12800000,1650862,1483914,15006086,1649000,14841000,13192000,14346362,13263909,12518131,12518131
Yamaha,WR 155 R,2024,38900000,31000000,3894392,3500561,35399439,3890000,35010000,31120000,33843146,31852944,30317349,30317349
Honda,SONIC 150 R,2022,24132000,17300000,2415925,2171608,17617177,2413200,16892400,15637536,16715704,17124711,16919037,17124711
Kawasaki,D-TRACKER 150 SE,2024,37900000,31800000,3794279,3410572,34489428,3790000,34110000,30320000,32973143,32151943,31099732,31099732
Yamaha,ALL NEW VIXION R,2022,32225000,21200000,3226139,2899886,23525342,3222500,22557500,20881800,22321547,21536464,20733155,20733155
Honda,BEAT FI POP CW ESP,2016,14550000,9600000,1456643,1309336,14549992,1455000,14549992,5010638,11370207,10131062,9388598,9388598
PIAGGIO,VESPA S125 IGET3V IE,2020,36300000,25000000,3634099,3266590,19967049,3630000,18150000,19053144,19056731,23217019,24449475,23217019
PIAGGIO,PRIMAVERA 150 ABS,2021,45500000,41000000,4555138,4094486,29122055,4550000,27300000,26535600,27652552,36995766,40097139,36995766
Honda,ADV 150 ABS,2021,38251000,29000000,3829419,3442158,24482368,3825100,22950600,22307983,23246984,27274095,28361391,27274095
Honda,CRF 150 L,2019,33637000,25750000,3367498,3026950,15475299,3363700,13454800,15889850,14939983,22506995,25182959,22506995
Honda,BEAT FI SPORTY CW,2017,14975000,11200000,1499191,1347581,4194353,1497500,2995000,5729997,4306450,9131935,10953365,9131935
Yamaha,WR 155 R,2021,37725000,27500000,3776760,3394824,24145704,3772500,22635000,22001220,22927308,26128192,26894423,26128192
Honda,CB 150 X,2024,34690000,26000000,3472917,3121708,31568292,3469000,31221000,27752000,30180431,27254129,25427454,25427454
Yamaha,FINO CLASSIC,2018,17300000,11500000,1731953,1556805,6402367,1730000,5190000,7355143,6315837,9944751,11246759,9944751
Honda,SUPRA GTR 150 EXL,2024,25680000,18800000,2570900,2310910,23369090,2568000,23112000,20544000,22341697,19862509,18386005,18386005
Yamaha,GEAR 125 S-VERSION,2022,17750000,11800000,1777004,1597300,12958101,1775000,12425000,11502000,12295034,11948510,11540152,11540152
Yamaha,XMAX 250 CONNECTED,2023,66000000,57900000,6607452,5939255,54121490,6600000,52800000,47520000,51480497,55974149,56624985,55974149
Yamaha,MIO M3 125,2017,15200000,7500000,1521716,1367828,4257373,1520000,3040000,5816090,4371154,6561346,7334843,6561346
Yamaha,R25,2019,59575000,37000000,5964227,5361077,27408536,5957500,23830000,28142753,26460430,33838129,36185223,33838129
Honda,NEW VARIO TECHNO CBS,2018,16925000,16800000,1694411,1523059,6263588,1692500,5077500,7195711,6178933,13613680,16430047,13613680
Kawasaki,W175,2018,29800000,19800000,2983365,2681664,11028355,2980000,8940000,12669553,10879303,17123791,19363984,17123791
Yamaha,MIO M3 125,2018,15200000,10700000,1521716,1367828,5625201,1520000,4560000,6462323,5549175,9154752,10464375,9154752
Honda,CB VERZA 150,2022,20945000,16600000,2096865,1884813,15290560,2094500,14661500,13572360,14508140,15972442,16234452,15972442
Honda,CB VERZA 150,2021,20299000,14100000,2032192,1826681,12992277,2029900,12179400,11838377,12336685,13571005,13789504,13571005
Kawasaki,NINJA 250 SE,2019,66500000,48000000,6657509,5984249,30594505,6650000,26600000,31414068,29536191,42460857,46942992,42460857
Benelli,MOTOBI 200,2021,32200000,26200000,3223636,2897636,20609454,3220000,19320000,18779040,19569498,24210849,25623050,24210849
Honda,SUPRA GTR 150 SPORTY,2020,23685000,16200000,2371174,2131383,13028087,2368500,11842500,12431783,12434123,15070237,15843260,15070237
Yamaha,AEROX 155 VVA R,2018,24550000,16800000,2457772,2209223,9085440,2455000,7365000,10437501,8962647,14448794,16430047,14448794
Yamaha,ALL NEW VIXION,2018,26500000,15700000,2652992,2384701,9807095,2650000,7950000,11266549,9674548,13892364,15354270,13892364
PIAGGIO,SPRINT I-GET 150,2018,42000000,28100000,4204742,3779526,15543320,4200000,12600000,17856418,15333246,24269974,27481210,24269974
Honda,CB 150 R,2017,26075000,14700000,2610444,2346456,7303355,2607500,5215000,9977273,7498543,12539563,14376291,12539563
Honda,CB 150 R,2024,31060000,23600000,3109507,2795049,28264951,3106000,27954000,24848000,27022317,24626695,23080305,23080305
Honda,NVARIO 125 ESP CBS,2018,19100000,12600000,1912157,1718784,7068510,1910000,5730000,8120418,6972976,10911893,12322536,10911893
Yamaha,MIO S,2019,16360000,12200000,1637847,1472215,7526708,1636000,6544000,7728333,7266347,10719904,11931344,10719904
Yamaha,FREEGO S,2020,20815000,16400000,2083850,1873115,11449425,2081500,10407500,10925377,10927434,14758230,16038856,14758230
Honda,BEAT FI CBS ISS,2018,15675000,13100000,1569270,1410573,5800989,1567500,4702500,6664270,5722586,10886776,12811525,10886776
Honda,SUPRA GTR 150 SPORTY,2018,22050000,12500000,2207490,1984251,8160243,2205000,6615000,9374619,8049954,11164986,12224738,11164986
Honda,NEWSUPRA X 125 FI CW,2019,18517000,13000000,1853791,1666321,8519075,1851700,7406800,8747283,8224386,11567316,12713727,11567316
Honda,BEAT FI SPORTY CW,2021,16665000,15100000,1668382,1499662,10666353,1666500,9999000,9719028,10128127,13608438,14767483,13608438
Yamaha,MIO M3 125,2021,16550000,12600000,1656869,1489313,10592747,1655000,9930000,9651960,10058236,11837471,12322536,11837471
Yamaha,MIO Z 125,2018,15800000,11500000,1581784,1421822,5847249,1580000,4740000,6717414,5768221,9780466,11246759,9780466
Yamaha,MIO S,2020,16915000,12100000,1693410,1522159,9304205,1691500,8457500,8878345,8880017,11134005,11833546,11134005
Yamaha,MIO M3 125,2024,17750000,14100000,1777004,1597300,16152700,1775000,15975000,14200000,15442567,14502770,13789504,13789504
Kawasaki,KLX 150 L,2016,27900000,45000000,2793150,2510685,27899992,2790000,27899992,9608028,21802671,38040801,44009055,38040801
Kawasaki,D-Tracker 150,2016,28900000,19000000,2893263,2600674,28899992,2890000,28899992,9952402,22584129,24275239,24449475,18562447.1
Kawasaki,KLX 150,2021,30900000,28000000,3093489,2780651,19777396,3090000,18540000,18020880,18779425,25233828,27383412,25233828
Honda,NEWSUPRA X 125 FI CW,2024,20035000,16800000,2005762,1802924,18232076,2003500,18031500,16028000,17430525,16989158,16430047,16430047
Yamaha,LEXI LX 155 CON ABS,2024,30200000,23800000,3023410,2717659,27482341,3020000,27180000,24160000,26274114,24542234,23275900,23275900
Honda,CRF 150 L,2021,34745000,31100000,3478423,3126658,22238369,3474500,20847000,20263284,21116218,28104865,30415147,28104865
Kawasaki,KLX 150,2020,30700000,27000000,3073466,2762653,16886733,3070000,15350000,16113816,16116850,23735055,26405433,23735055
Kawasaki,D-TRACKER 150 SE,2021,35500000,33200000,3554008,3194599,22721603,3550000,21300000,20703600,21575068,29712520,32468903,29712520
Kawasaki,D-Tracker 150,2017,29900000,20500000,2993376,2690662,8374701,2990000,5980000,11440862,8598521,20779556,25427454,20027903.45
Yamaha,ALN R15M CON ABS WGP,2022,44100000,30900000,4414980,3968502,32194494,4410000,30870000,28576800,30547098,30794129,30219551,30794129
Honda,BEAT FISPORTY CBSISS,2022,17994000,14500000,1801432,1619257,13136230,1799400,12595800,11660112,12464047,13889214,14180696,13889214
Kawasaki,NINJA 250 FI,2017,59800000,29450000,5986752,5381325,16749402,5980000,11960000,22881724,17197042,25774113,28801482,25774113
Suzuki,SATRIA FU 150,2019,23350000,15800000,2337637,2101236,10742582,2335000,9340000,11030353,10370978,14171294,15452068,14171294
PIAGGIO,SPRINT S I-GET150ABS,2024,57100000,54900000,5716447,5138355,51961645,5710000,51390000,45680000,49677215,53333164,53691048,53333164
PIAGGIO,PRIMAVERA 150 ABS,2024,53600000,44500000,5366052,4823395,48776605,5360000,48240000,42880000,46632202,45139661,43520066,43520066
PIAGGIO,VESPA GTS 150 3V IE,2022,69900000,59000000,6997893,6290211,51029368,6990000,48930000,45295200,48418189,55825457,57700762,55825457
Honda,VARIO 150 ESP SPORTY,2019,23622000,20800000,2364867,2125713,10867720,2362200,9448800,11158844,10491788,17707536,20341963,17707536
Honda,SUPRA X 125 PGMFI CW,2018,18100000,10000000,1812044,1628796,6698431,1810000,5430000,7695266,6607899,8982370,9779790,8982370
Yamaha,ALL NEW VIXION,2021,28195000,13500000,2822684,2537232,18046073,2819500,16917000,16443324,17135466,14590640,13202717,13202717
Yamaha,ALL NEW SOUL GT 125,2018,17250000,9300000,1726948,1552305,6383863,1725000,5175000,7333886,6297583,8399275,9095205,8399275
Yamaha,ALL NEW X-RIDE 125,2022,19400000,12600000,1942191,1745781,14162657,1940000,13580000,12571200,13437952,12851386,12322536,12322536
Honda,BEAT FI POP CBS ISS,2016,15250000,8600000,1526722,1372328,15249992,1525000,15249992,5251700,11917228,9595168,8410619,8410619
Kawasaki,NINJA 250 ABS FI,2018,61900000,43500000,6196989,5570301,22907893,6190000,18570000,26316958,22598284,37229485,42542087,37229485
Honda,NEW SUPRA X 125 CW,2021,18171000,13200000,1819152,1635185,11630261,1817100,10902600,10597327,11043396,12553019,12909323,12553019
Honda,NSCOOPY FI CLSC MTRO,2017,17800000,11700000,1782010,1601799,4985608,1780000,3560000,6810948,5118852,9725656,11442354,9725656
Honda,CBR 250 RR,2020,61600000,55000000,6166956,5543304,33883478,6160000,30800000,32332608,32338695,48201609,53788845,48201609
Yamaha,ALL NEW VIXION R,2018,29500000,19400000,2953331,2654667,10917332,2950000,8850000,12542008,10769780,16810934,18972793,16810934
Kawasaki,NEW NINJA 250 R,2021,64900000,51000000,6497328,5840267,41538931,6490000,38940000,37849680,39442870,47532861,49876929,47532861
PIAGGIO,SPRINT 150 3V IE,2023,54100000,49000000,5416109,4868389,44363222,5410000,43280000,38952000,42198407,46959522,47920971,46959522
PIAGGIO,PRIMAVERA S 150 ABS,2021,48000000,43500000,4805420,4319458,30722168,4800000,28800000,27993600,29171923,39201577,42542087,39201577
Suzuki,GSX R 150,2021,30600000,23000000,3063455,2753654,19585382,3060000,18360000,17845920,18597101,21679130,22493517,21679130
Yamaha,R15,2021,37080000,25500000,3712187,3336781,23732875,3708000,22248000,21625056,22535310,24610593,24938465,24610593
Yamaha,R15,2019,36075000,21500000,3611573,3246343,16596944,3607500,14430000,17041541,16022828,19856849,21026549,19856849
Suzuki,GSX R 150,2019,30175000,16800000,3020907,2715409,13882544,3017500,12070000,14254429,13402324,15780697,16430047,15780697
PIAGGIO,SPRINT 150 3V IE,2022,51200000,49500000,5125781,4607422,37377734,5120000,35840000,33177600,35465111,45289533,48409961,45289533
Honda,SCOOPY FI CLASSIC,2016,16250000,11000000,1626835,1462317,16249992,1625000,16249992,5596074,12698686,11509606,10757769,10757769
Honda,NEW REVO FI FIT,2016,13650000,9100000,1366541,1228346,13649992,1365000,13649992,4700702,10666895,9570069,8899609,8899609
PIAGGIO,VESPA LX 125 I-GET,2020,37800000,29500000,3784268,3401573,20792134,3780000,18900000,19840464,19844199,26603260,28850381,26603260
PIAGGIO,VESPA S125 IGET3V IE,2024,46000000,40000000,4605194,4139481,41860519,4600000,41400000,36800000,40020173,40006052,39119160,39119160
PIAGGIO,VESPA GTS 150 3V IE,2020,59500000,48500000,5956718,5354328,32728359,5950000,29750000,31230360,31236240,43320872,47431982,43320872
Kawasaki,D-TRACKER 150 SE,2022,36500000,30300000,3654121,3284588,26646236,3650000,25550000,23652000,25282745,28794824,29632764,28794824
Yamaha,WR 155 R,2023,38600000,32000000,3864359,3473564,31652872,3860000,30880000,27792000,30108291,31432487,31295328,31432487
Honda,NEW SUPRA X 125 CW,2019,18517000,11000000,1853791,1666321,8519075,1851700,7406800,8747283,8224386,10167316,10757769,10167316
Honda,VARIO110 CBS ISS,2017,16775000,9900000,1679394,1509561,4698515,1677500,3355000,6418744,4824087,8377226,9681992,8377226
Honda,SONIC 150 R,2021,23730000,16600000,2375679,2135432,15188272,2373000,14238000,13839336,14421869,15946561,16234452,15946561
Honda,NEWSUPRA X 125 FI CW,2016,17250000,9900000,1726948,1552305,17249992,1725000,17249992,5940447,13480144,10974043,9681992,9681992
Yamaha,GEAR 125 S-VERSION,2021,17500000,14700000,1751976,1574802,11200790,1750000,10500000,10206000,10635597,13480679,14376291,13480679
Honda,CB150R MMC SE,2022,30933000,19000000,3096793,2783621,22582138,3093300,21653100,20044584,21426607,19727982,18581601,18581601
Yamaha,ALL NEW X-RIDE 125,2021,18990000,12500000,1901144,1708886,12154458,1899000,11394000,11074968,11541142,12212343,12224738,12212343
Kawasaki,NINJA 250 ABS SE,2020,76900000,55800000,7698683,6920132,42299342,7690000,38450000,40363272,40370871,51171261,54571229,51171261
PIAGGIO,SPRINT 150 3V IE,2017,40400000,29300000,4044562,3635544,11315649,4040000,8080000,15458556,11618068,23995421,28654785,23995421
Yamaha,AEROX 155 VVA,2022,26775000,23900000,2680523,2409448,19546657,2677500,18742500,17350200,18546452,22293936,23373698,22293936
Yamaha,AEROX 155 VVA R,2020,26135000,23600000,2616451,2351855,14375726,2613500,13067500,13717739,13720321,20636096,23080305,20636096
Kawasaki,W175,2019,29800000,18800000,2983365,2681664,13710019,2980000,11920000,14077282,13235767,17130730,18386005,17130730
Honda,BEAT FI POP CBS ESP,2016,14950000,8600000,1496688,1345331,14949992,1495000,14949992,5148388,11682791,9524837,8410619,8410619
PIAGGIO,SPRINT 150 3V IE,2019,45500000,38500000,4555138,4094486,20933083,4550000,18200000,21493836,20208973,33012692,37652192,33012692
Yamaha,AEROX 155 VVA R,2019,25220000,20700000,2524848,2269515,11602909,2522000,10088000,11913726,11201545,17850463,20244165,17850463
Yamaha,R15,2020,36630000,28200000,3667136,3296286,20148568,3663000,18315000,19226354,19229974,25508992,27579008,25508992
Yamaha,MIO Z 125,2016,15100000,10700000,1511705,1358829,15099992,1510000,15099992,5200044,11800009,11030003,10464375,10464375
PIAGGIO,VESPA GTS 150 3V IE,2024,79800000,67000000,7989011,7181099,72618901,7980000,71820000,63840000,69426300,67727890,65524594,65524594
Kawasaki,NINJA 250 ABS FI,2023,79300000,62200000,7938954,7136105,65027791,7930000,63440000,57096000,61854597,62096379,60830294,62096379
Honda,NEW REVO FI FIT,2022,15205000,11200000,1522217,1368278,11100165,1520500,10643500,9852840,10532168,10999651,10953365,10999651
Honda,NEW REVO FI CW,2024,18180000,12700000,1820053,1635995,16544005,1818000,16362000,14544000,15816668,13635001,12420333,12420333
Honda,SONIC 150 R,2016,21350000,10300000,2137411,1921259,21349992,2135000,21349992,7352380,16684121,12215236,10073184,10073184
Yamaha,ALL NEW VIXION R,2021,31880000,17750000,3191600,2868840,20404640,3188000,19128000,18592416,19375019,18237506,17359127,17359127
Honda,REVO FIT,2018,13825000,10000000,1384061,1244094,5116343,1382500,4147500,5877737,5047193,8514158,9779790,8514158
Yamaha,AEROX 125 LC,2017,18600000,19500000,1862100,1673790,5209680,1860000,3720000,7117058,5348913,15254674,19070591,15254674
